NUM_OF_BEDROOMS,NUM_OF_BATHROOMS,LIVING_AREA_sqft,LOT_AREA_sqft,FLOORS,WATER FRONT,VIEW_RATING,CONDITION_RATING,ABOVE_BASEMENT_sqft,BASEMENT_sqft,YEAR_BUILT,YEAR_RENOVATED,PRICE,CITY,ZIP,TOTAL_HOUSE_AREA_sqft
4.0,3.0,2610,4160,3.0,0.0,0.0,5.0,1910,700,1910,0,650000.0,Carnation,98014,2610
4.0,2.0,2100,9984,1.0,0.0,0.0,4.0,1290,810,1973,0,418800.0,Redmond,98052,2100
4.0,1.0,1660,4704,1.5,0.0,0.0,3.0,1260,400,1930,1997,548800.0,Kirkland,98034,1660
3.0,2.0,1060,1536,2.0,0.0,0.0,3.0,1060,0,2000,0,415000.0,Burien,98146,1060
3.0,2.0,1680,11312,1.0,0.0,0.0,3.0,1080,600,1959,1989,330000.0,MapleValley,98038,1680
4.0,2.0,2090,10800,1.0,0.0,0.0,4.0,2090,0,1951,1999,659000.0,Auburn,98092,2090
5.0,3.0,3760,9792,2.0,0.0,0.0,3.0,2550,1210,1984,0,851000.0,Seattle,98112,3760
3.0,2.0,1860,6000,2.0,0.0,2.0,4.0,1860,0,1959,0,725000.0,Seattle,98119,1860
3.0,2.0,1670,7700,1.0,0.0,0.0,3.0,1170,500,1972,2002,424000.0,Woodinville,98077,1670
3.0,2.0,1700,9100,1.0,0.0,0.0,3.0,1160,540,1998,2006,475000.0,Kent,98030,1700
3.0,1.0,1250,6180,1.5,0.0,0.0,3.0,1250,0,1955,2005,233000.0,Seattle,98118,1250
2.0,1.0,1040,3600,1.0,0.0,0.0,4.0,1040,0,1919,1980,600000.0,Seattle,98108,1040
3.0,2.0,1450,1053,2.0,0.0,0.0,3.0,940,510,2008,0,460000.0,Bellevue,98008,1450
3.0,2.0,1360,5980,1.5,0.0,0.0,3.0,1360,0,1945,2008,703000.0,Renton,98058,1360
4.0,2.0,2600,11325,1.0,0.0,0.0,4.0,1610,990,1969,0,304900.0,FederalWay,98023,2600
4.0,3.0,2890,6825,1.0,0.0,0.0,3.0,1560,1330,1973,2013,585000.0,Seattle,98107,2890
3.0,2.0,1700,17355,1.0,0.0,0.0,3.0,1200,500,1978,0,314500.0,Seattle,98115,1700
3.0,2.0,1200,5029,1.0,0.0,0.0,3.0,880,320,1937,1999,420000.0,Woodinville,98072,1200
3.0,2.0,1670,7881,1.0,0.0,0.0,4.0,1190,480,1977,0,252000.0,Burien,98166,1670
3.0,3.0,2090,9620,1.0,0.0,0.0,3.0,1340,750,1987,2000,300000.0,Vashon,98070,2090
3.0,2.0,1510,4800,1.0,0.0,2.0,3.0,860,650,1925,2011,465000.0,Seattle,98126,1510
4.0,4.0,2650,3060,2.0,0.0,0.0,3.0,2060,590,2001,0,1008000.0,Burien,98168,2650
3.0,2.0,1250,7700,1.0,0.0,0.0,5.0,1250,0,1968,0,410000.0,Seattle,98107,1250
4.0,2.0,2620,7553,2.0,0.0,0.0,3.0,2620,0,1996,0,605000.0,Seattle,98105,2620
5.0,3.0,2870,4461,1.0,0.0,0.0,3.0,1650,1220,1976,0,646000.0,Auburn,98002,2870
4.0,4.0,3390,3979,2.0,0.0,0.0,3.0,2610,780,2014,0,1054690.0,Seattle,98119,3390
5.0,3.0,3595,5639,2.0,0.0,0.0,3.0,3595,0,2014,0,861990.0,Seattle,98122,3595
2.0,1.0,1260,3960,1.0,0.0,0.0,3.0,690,570,1925,2002,412000.0,Woodinville,98072,1260
3.0,2.0,1460,7573,2.0,0.0,0.0,3.0,1460,0,1983,2009,534333.3333,FederalWay,98023,1460
3.0,2.0,1270,3600,1.0,0.0,0.0,3.0,1270,0,1963,2008,349500.0,Bellevue,98006,1270
3.0,1.0,1490,7435,1.0,0.0,0.0,3.0,1120,370,1969,2010,258000.0,Bellevue,98008,1490
3.0,2.0,960,8106,1.0,0.0,0.0,3.0,960,0,1962,2003,375000.0,MapleValley,98038,960
4.0,3.0,2160,5005,1.0,0.0,0.0,3.0,1430,730,1987,2000,550000.0,Seattle,98125,2160
2.0,1.0,1020,1350,2.0,0.0,0.0,3.0,1020,0,2009,0,402101.0,Redmond,98053,1020
4.0,1.0,1630,2566,1.5,0.0,0.0,3.0,1630,0,1921,2000,581000.0,FederalWay,98023,1630
3.0,2.0,1610,15005,1.0,0.0,0.0,4.0,1610,0,1986,0,345000.0,Newcastle,98056,1610
2.0,2.0,1310,12196,1.5,0.0,0.0,3.0,1310,0,1970,2014,455000.0,Seattle,98103,1310
2.0,2.0,1068,1758,2.0,0.0,0.0,3.0,1068,0,1990,2009,243000.0,Kirkland,98034,1068
3.0,2.0,1970,11088,1.0,0.0,0.0,4.0,1180,790,1967,0,280000.0,Kirkland,98034,1970
3.0,2.0,1950,15954,1.0,0.0,0.0,4.0,1950,0,1959,0,290000.0,DesMoines,98198,1950
4.0,2.0,2700,9122,2.0,0.0,0.0,3.0,2700,0,1990,2009,652500.0,Snoqualmie,98065,2700
2.0,2.0,2560,2500,2.0,0.0,0.0,5.0,1690,870,1901,0,780000.0,Renton,98058,2560
2.0,1.0,960,8153,1.0,0.0,0.0,3.0,960,0,1947,2012,300000.0,Auburn,98001,960
5.0,4.0,3840,8279,2.0,0.0,0.0,3.0,3840,0,2001,0,875000.0,Seattle,98133,3840
3.0,2.0,1010,9600,1.0,0.0,0.0,4.0,1010,0,1962,0,160000.0,Seattle,98108,1010
3.0,2.0,2242,4995,2.0,0.0,0.0,3.0,2242,0,2011,0,329900.0,Bellevue,98006,2242
3.0,2.0,1620,1075,3.0,0.0,0.0,3.0,1540,80,2009,0,430277.7778,FederalWay,98003,1620
3.0,2.0,2120,7560,1.0,0.0,0.0,3.0,2120,0,1991,0,237481.25,Woodinville,98072,2120
2.0,1.0,1230,1820,2.0,0.0,0.0,4.0,830,400,1948,0,375000.0,Auburn,98092,1230
4.0,2.0,3300,8365,3.0,0.0,0.0,3.0,3300,0,2014,0,760000.0,Kenmore,98028,3300
4.0,2.0,2160,4333,1.0,0.0,0.0,4.0,1260,900,1942,1982,450000.0,Kirkland,98034,2160
4.0,2.0,1590,7920,2.0,0.0,0.0,4.0,1590,0,1960,2001,373000.0,Duvall,98019,1590
3.0,3.0,2300,4637,2.0,0.0,0.0,3.0,2300,0,2008,0,479500.0,Seattle,98125,2300
4.0,3.0,2140,10316,2.0,0.0,0.0,3.0,2140,0,1993,0,359500.0,Auburn,98092,2140
4.0,2.0,2740,12899,2.0,0.0,0.0,4.0,2740,0,1990,0,673476.8182,Seattle,98125,2740
2.0,2.0,2510,14878,2.0,0.0,0.0,3.0,2510,0,1990,2009,600000.0,Seattle,98126,2510
5.0,4.0,3090,7415,2.0,0.0,0.0,3.0,3090,0,2014,0,540500.0,Seattle,98112,3090
2.0,2.0,1240,2500,2.0,0.0,0.0,3.0,1240,0,1985,0,445000.0,Kenmore,98028,1240
4.0,2.0,2000,6107,2.0,0.0,0.0,3.0,2000,0,2003,0,459950.0,Bellevue,98007,2000
3.0,1.0,950,9400,1.0,0.0,0.0,4.0,950,0,1954,1979,248000.0,Seattle,98136,950
3.0,2.0,1240,949,3.0,0.0,0.0,3.0,1240,0,2008,0,543000.0,Burien,98168,1240
3.0,2.0,1550,4980,1.0,0.0,0.0,3.0,1080,470,1978,0,359000.0,Seattle,98103,1550
4.0,1.0,2550,4000,2.0,0.0,0.0,3.0,2370,180,1905,2010,890000.0,SeaTac,98188,2550
2.0,1.0,1240,6400,1.0,0.0,1.0,4.0,1060,180,1938,0,559000.0,Sammamish,98075,1240
3.0,2.0,1940,11612,1.0,0.0,0.0,4.0,1100,840,1981,0,359950.0,Shoreline,98133,1940
3.0,1.0,1460,10000,1.5,0.0,0.0,3.0,1460,0,2002,0,405000.0,FederalWay,98023,1460
4.0,2.0,2550,4770,2.0,0.0,0.0,3.0,2550,0,2005,0,371000.0,Issaquah,98029,2550
2.0,1.0,1500,4000,1.0,0.0,0.0,3.0,1100,400,1933,0,736000.0,Snoqualmie,98065,1500
3.0,2.0,1490,8102,2.0,0.0,0.0,4.0,1490,0,1990,0,220600.0,Woodinville,98077,1490
5.0,3.0,1970,5400,1.0,0.0,0.0,3.0,1320,650,1986,0,399950.0,Seattle,98199,1970
2.0,2.0,1170,1890,1.5,0.0,1.0,4.0,1170,0,1927,0,613000.0,Seattle,98177,1170
2.0,2.0,1110,1773,2.0,0.0,0.0,3.0,1110,0,2014,0,229800.0,Bellevue,98006,1110
3.0,1.0,1200,9087,1.0,0.0,0.0,5.0,1200,0,1969,0,339900.0,Seattle,98112,1200
4.0,2.0,1890,7867,2.0,0.0,0.0,3.0,1890,0,1996,0,355000.0,Bellevue,98005,1890
3.0,2.0,2320,7609,2.0,0.0,0.0,3.0,2320,0,2003,0,600000.0,Seattle,98199,2320
4.0,3.0,3720,15048,3.0,0.0,0.0,3.0,3720,0,1979,2014,500000.0,NormandyPark,98166,3720
3.0,2.0,2110,4118,2.0,0.0,0.0,3.0,2110,0,1989,0,345950.0,Shoreline,98133,2110
2.0,2.0,1210,1032,2.0,0.0,0.0,3.0,1210,0,2014,0,357562.0,Seattle,98116,1210
4.0,2.0,2100,11942,1.0,0.0,0.0,3.0,1030,1070,1964,2000,368000.0,Covington,98042,2100
3.0,1.0,1640,18144,1.5,0.0,0.0,3.0,1640,0,1942,1999,308000.0,Auburn,98001,1640
3.0,1.0,1410,8053,1.0,0.0,0.0,4.0,1410,0,1951,1999,198995.0,Newcastle,98059,1410
3.0,2.0,2430,15264,2.0,0.0,0.0,3.0,2430,0,1997,0,362300.0,FederalWay,98023,2430
3.0,2.0,2250,14274,1.0,0.0,0.0,4.0,1500,750,1964,0,624800.0,Seattle,98112,2250
3.0,2.0,1560,9361,1.5,0.0,0.0,4.0,1360,200,1936,0,545500.0,Sammamish,98074,1560
4.0,2.0,2230,7200,1.0,0.0,0.0,4.0,1300,930,1963,0,400000.0,Vashon,98070,2230
5.0,2.0,1730,9230,1.0,0.0,0.0,3.0,1010,720,1962,2003,287000.0,DesMoines,98198,1730
2.0,2.0,2930,14057,1.0,0.0,2.0,4.0,1680,1250,1980,0,545000.0,Redmond,98053,2930
3.0,1.0,1240,5000,1.5,0.0,0.0,5.0,1240,0,1909,1988,529950.0,Seattle,98144,1240
3.0,2.0,1520,11085,1.0,0.0,0.0,3.0,1520,0,1983,2009,475580.0,Sammamish,98075,1520
5.0,3.0,2870,5700,1.0,0.0,0.0,3.0,1950,920,1964,2000,765000.0,Seattle,98144,2870
3.0,1.0,1250,4800,1.0,0.0,0.0,4.0,1250,0,1951,1999,326428.5714,Auburn,98001,1250
3.0,2.0,1500,11968,1.0,0.0,0.0,3.0,1500,0,2014,0,224000.0,Renton,98059,1500
2.0,1.0,810,4800,1.0,0.0,0.0,3.0,810,0,1919,2001,308830.7692,Seattle,98109,810
3.0,2.0,1580,8184,1.0,0.0,0.0,3.0,1140,440,1954,2005,260000.0,Seattle,98115,1580
4.0,2.0,2610,7091,2.0,0.0,0.0,3.0,2610,0,1987,2000,325000.0,MercerIsland,98040,2610
2.0,1.0,1060,7700,1.0,0.0,0.0,3.0,820,240,1981,2013,170500.0,Tukwila,98168,1060
2.0,2.0,1270,1372,3.0,0.0,0.0,3.0,1270,0,2000,0,438000.0,NorthBend,98045,1270
3.0,2.0,1400,1022,3.0,0.0,0.0,3.0,1400,0,2007,0,425000.0,Shoreline,98155,1400
3.0,2.0,2238,7209,2.0,0.0,0.0,3.0,2238,0,2011,0,330000.0,Renton,98059,2238
3.0,2.0,1550,4708,1.0,0.0,0.0,4.0,860,690,1949,1985,460000.0,Seattle,98126,1550
3.0,1.0,880,9238,1.5,0.0,0.0,5.0,880,0,1946,0,291500.0,Kirkland,98033,880
4.0,2.0,1660,9760,2.0,0.0,0.0,3.0,1660,0,1994,0,294999.0,MapleValley,98038,1660
3.0,2.0,2070,15002,1.5,0.0,0.0,3.0,2070,0,1955,2013,560000.0,Kirkland,98033,2070
4.0,2.0,1830,9601,2.0,0.0,0.0,3.0,1830,0,2003,0,321000.0,Bellevue,98006,1830
3.0,1.0,880,18205,1.0,0.0,0.0,4.0,880,0,1945,0,218000.0,Seattle,98112,880
3.0,2.0,2330,12141,1.0,0.0,0.0,3.0,1390,940,1983,2009,535000.0,Renton,98059,2330
3.0,3.0,2220,4000,2.0,0.0,0.0,3.0,1700,520,1914,2000,800000.0,Seattle,98144,2220
3.0,2.0,1440,12888,1.0,0.0,2.0,3.0,1090,350,1958,2004,260000.0,Woodinville,98072,1440
3.0,2.0,1410,8100,2.0,0.0,0.0,3.0,1410,0,1985,0,263000.0,NormandyPark,98166,1410
2.0,2.0,1350,1493,2.0,0.0,0.0,3.0,1050,300,2007,0,395000.0,FederalWay,98023,1350
2.0,1.0,790,11234,1.0,0.0,0.0,4.0,790,0,1942,1982,250275.0,Duvall,98019,790
3.0,2.0,1320,6000,1.5,0.0,0.0,4.0,1320,0,1920,0,410000.0,Seattle,98144,1320
3.0,3.0,1380,1120,3.0,0.0,0.0,3.0,1380,0,2008,0,482000.0,Seattle,98118,1380
2.0,1.0,930,6380,1.0,0.0,0.0,4.0,930,0,1940,2001,395000.0,Redmond,98052,930
3.0,2.0,1590,8219,1.5,0.0,0.0,5.0,970,620,1938,0,387884.6154,Kirkland,98033,1590
4.0,2.0,1820,8255,1.5,0.0,0.0,4.0,1320,500,1930,0,399888.0,Seattle,98148,1820
1.0,1.0,700,2500,1.0,0.0,0.0,4.0,700,0,1907,0,295000.0,Bellevue,98006,700
3.0,2.0,1440,11787,1.0,0.0,0.0,3.0,1440,0,1983,2009,495000.0,Snoqualmie,98065,1440
2.0,1.0,740,6180,1.0,0.0,0.0,3.0,740,0,1948,1994,342000.0,Auburn,98002,740
3.0,2.0,1410,7998,1.0,0.0,0.0,4.0,1410,0,1940,2001,220000.0,Seattle,98107,1410
4.0,2.0,1740,8449,1.0,0.0,0.0,4.0,1170,570,1958,1972,455000.0,Seattle,98106,1740
5.0,3.0,3260,11700,1.0,0.0,0.0,3.0,1630,1630,1964,2000,681500.0,Sammamish,98074,3260
3.0,2.0,1640,7222,2.0,0.0,0.0,4.0,1640,0,1908,0,295000.0,Issaquah,98027,1640
3.0,2.0,1940,9000,1.0,0.0,0.0,4.0,970,970,1948,0,576000.0,Seattle,98117,1940
4.0,2.0,1550,5053,1.0,0.0,0.0,4.0,1180,370,1963,0,433000.0,Woodinville,98077,1550
5.0,2.0,1840,10453,1.0,0.0,2.0,3.0,1360,480,1948,1994,395000.0,Auburn,98002,1840
3.0,2.0,2500,7394,2.0,0.0,0.0,3.0,2500,0,1990,2009,565000.0,Kent,98042,2500
4.0,2.0,3340,8930,2.0,0.0,2.0,3.0,3340,0,1999,0,720000.0,Bellevue,98006,3340
4.0,1.0,1120,7104,1.5,0.0,0.0,3.0,1120,0,1946,0,554000.0,Auburn,98002,1120
4.0,2.0,2380,5000,2.0,0.0,0.0,3.0,2380,0,2005,0,360000.0,Seattle,98115,2380
4.0,3.0,4690,14930,2.0,0.0,2.0,3.0,3680,1010,1995,0,600000.0,Seattle,98125,4690
3.0,2.0,2120,6290,1.0,0.0,0.0,4.0,1220,900,1949,1985,440000.0,MapleValley,98038,2120
3.0,2.0,2340,5957,2.0,0.0,0.0,3.0,2340,0,1995,0,426090.0,Kenmore,98028,2340
5.0,2.0,2700,16570,1.0,0.0,0.0,4.0,1750,950,1967,0,744500.0,Auburn,98001,2700
4.0,2.0,2490,9525,2.0,0.0,0.0,5.0,2490,0,1968,0,940000.0,Newcastle,98056,2490
3.0,2.0,1300,19163,1.0,0.0,0.0,3.0,1300,0,1964,2000,425000.0,Kirkland,98033,1300
3.0,2.0,1800,6000,1.0,0.0,0.0,5.0,900,900,1905,0,471001.0,Seattle,98106,1800
4.0,3.0,2130,6325,1.0,0.0,0.0,5.0,1440,690,1948,1985,620000.0,Seattle,98117,2130
3.0,2.0,1430,8960,1.0,0.0,0.0,4.0,1430,0,1953,1983,178650.0,Seattle,98178,1430
4.0,2.0,2610,4595,2.0,0.0,0.0,3.0,2610,0,2008,0,535000.0,Seattle,98122,2610
5.0,2.0,2780,10192,2.0,0.0,0.0,4.0,2780,0,1978,2000,830000.0,Shoreline,98155,2780
3.0,2.0,2220,4060,1.0,0.0,0.0,3.0,1330,890,1993,0,330000.0,Burien,98166,2220
2.0,1.0,1190,6200,1.0,0.0,0.0,3.0,1190,0,1948,1994,295950.0,FederalWay,98003,1190
4.0,3.0,3030,6625,2.0,0.0,0.0,3.0,3030,0,2011,0,525000.0,MapleValley,98038,3030
4.0,3.0,2330,3920,2.0,0.0,0.0,3.0,2330,0,2005,0,680000.0,Seattle,98168,2330
4.0,4.0,3440,6000,2.0,0.0,0.0,4.0,3440,0,2002,0,455000.0,Issaquah,98029,3440
3.0,2.0,2110,11319,2.0,0.0,0.0,4.0,2110,0,1978,2000,479000.0,Snoqualmie,98065,2110
4.0,2.0,2650,5600,2.0,0.0,0.0,3.0,2650,0,2014,0,542525.0,Sammamish,98074,2650
3.0,2.0,1990,12793,2.0,0.0,0.0,3.0,1990,0,1993,0,450000.0,Renton,98056,1990
5.0,2.0,2370,15512,2.0,0.0,0.0,4.0,2370,0,1981,0,913888.0,Burien,98166,2370
4.0,2.0,1890,6962,2.0,0.0,0.0,3.0,1890,0,1997,0,280500.0,Seattle,98116,1890
4.0,2.0,3920,12415,2.0,0.0,0.0,3.0,3920,0,1997,0,770000.0,FederalWay,98003,3920
3.0,2.0,2670,10481,2.0,0.0,0.0,3.0,2670,0,2003,0,645325.0,Seattle,98125,2670
3.0,2.0,1720,8100,2.0,0.0,0.0,3.0,1720,0,1907,1983,667000.0,Seattle,98117,1720
5.0,2.0,2340,4500,2.0,0.0,0.0,3.0,2340,0,2009,0,429000.0,Shoreline,98155,2340
2.0,2.0,1920,3408,1.0,0.0,0.0,4.0,960,960,1912,1989,517000.0,Sammamish,98074,1920
4.0,2.0,2120,9603,2.0,0.0,0.0,3.0,2120,0,1985,0,575000.0,MapleValley,98038,2120
4.0,2.0,2120,4558,2.0,0.0,0.0,3.0,2120,0,2002,0,329950.0,Renton,98058,2120
3.0,1.0,1230,6000,1.0,0.0,0.0,4.0,1230,0,1967,0,229500.0,Seattle,98115,1230
3.0,1.0,1230,8750,1.0,0.0,0.0,3.0,1230,0,1965,1993,205000.0,Renton,98055,1230
2.0,1.0,1050,6600,1.5,0.0,0.0,3.0,1050,0,1964,2000,168333.3333,Bothell,98011,1050
4.0,2.0,3190,8195,2.0,0.0,0.0,3.0,3190,0,2006,0,589950.0,Sammamish,98074,3190
2.0,2.0,1260,1347,3.0,0.0,0.0,3.0,1260,0,2005,0,350000.0,Seattle,98144,1260
4.0,2.0,2000,3672,2.0,0.0,0.0,5.0,1650,350,1926,0,402000.0,Seattle,98178,2000
3.0,1.0,1750,7800,1.0,0.0,0.0,4.0,1150,600,1956,0,251555.5556,Seattle,98144,1750
4.0,2.0,1740,9344,1.0,0.0,0.0,3.0,1180,560,1978,0,204950.0,Redmond,98053,1740
3.0,2.0,1910,3481,2.0,0.0,0.0,3.0,1910,0,2009,0,293000.0,Seattle,98144,1910
2.0,1.0,840,3400,1.0,0.0,2.0,4.0,840,0,1924,0,464600.0,Redmond,98052,840
4.0,2.0,1970,6600,2.0,0.0,0.0,3.0,1970,0,1987,2000,274900.0,Seattle,98109,1970
4.0,2.0,2050,9583,2.0,0.0,2.0,3.0,1770,280,1965,1993,386000.0,Auburn,98002,2050
3.0,2.0,1310,6738,1.0,0.0,0.0,4.0,1310,0,1990,0,249900.0,Medina,98039,1310
3.0,2.0,1660,9673,1.0,0.0,0.0,3.0,1130,530,1976,0,375000.0,NorthBend,98045,1660
4.0,3.0,3090,5859,2.0,0.0,0.0,3.0,3090,0,2010,0,760005.0,Tukwila,98168,3090
2.0,2.0,1930,3521,2.0,0.0,0.0,3.0,1930,0,1989,0,509000.0,Kent,98032,1930
4.0,2.0,2570,9000,1.0,0.0,0.0,4.0,1590,980,1979,0,287500.0,Redmond,98052,2570
3.0,4.0,2080,2250,3.0,0.0,4.0,3.0,2080,0,1997,0,715000.0,Kent,98030,2080
4.0,2.0,1600,6180,1.5,0.0,0.0,3.0,1600,0,1946,0,425000.0,Seattle,98133,1600
3.0,2.0,2040,10086,2.0,0.0,0.0,3.0,2040,0,1987,2000,542500.0,Kent,98031,2040
3.0,2.0,1800,2790,2.0,0.0,0.0,3.0,1800,0,2011,0,364000.0,Kent,98042,1800
3.0,2.0,1580,9187,1.0,0.0,0.0,3.0,1180,400,1993,0,263000.0,Bellevue,98006,1580
2.0,1.0,1290,4650,1.0,0.0,0.0,4.0,1290,0,1906,1990,406062.5,Renton,98058,1290
3.0,2.0,1460,9908,1.0,0.0,0.0,3.0,1460,0,1952,2008,310000.0,Seattle,98177,1460
4.0,2.0,2170,7737,2.0,0.0,0.0,3.0,2170,0,1987,2000,566000.0,Seattle,98117,2170
3.0,2.0,1490,1294,2.0,0.0,0.0,3.0,1220,270,2010,0,309000.0,Seattle,98199,1490
3.0,2.0,1570,8750,1.0,0.0,0.0,3.0,1570,0,1960,2012,240000.0,Shoreline,98155,1570
5.0,2.0,2950,5500,1.5,0.0,0.0,5.0,1720,1230,1918,0,660500.0,Kirkland,98033,2950
4.0,2.0,1840,11367,1.5,0.0,0.0,4.0,1840,0,1950,1983,415000.0,Snoqualmie,98065,1840
3.0,2.0,1920,8223,2.0,0.0,0.0,4.0,1920,0,1989,0,443000.0,Seattle,98144,1920
3.0,2.0,2530,13446,2.0,0.0,0.0,3.0,2530,0,1993,0,435000.0,Seattle,98199,2530
4.0,2.0,2000,10051,2.0,0.0,0.0,3.0,2000,0,1997,0,320000.0,Bellevue,98004,2000
4.0,2.0,2030,3974,2.0,0.0,0.0,3.0,2030,0,1994,0,544000.0,Issaquah,98027,2030
3.0,2.0,1510,7884,1.0,0.0,0.0,3.0,1510,0,1942,2014,332000.0,Seattle,98126,1510
2.0,2.0,1990,4000,1.0,0.0,0.0,5.0,1090,900,1952,1998,454790.0,Enumclaw,98022,1990
2.0,1.0,890,4590,1.0,0.0,0.0,3.0,890,0,1923,1998,423050.9259,Kent,98030,890
4.0,2.0,2380,13550,2.0,0.0,0.0,3.0,2380,0,1999,0,330000.0,Enumclaw,98022,2380
3.0,2.0,1410,6413,1.0,0.0,0.0,4.0,910,500,1947,1988,590000.0,Seattle,98199,1410
4.0,2.0,1580,5340,1.0,0.0,0.0,3.0,1130,450,1947,2012,351250.0,Seattle,98125,1580
3.0,2.0,1400,6300,1.0,0.0,0.0,3.0,1400,0,1998,2006,235000.0,Redmond,98053,1400
3.0,1.0,1090,10710,1.0,0.0,0.0,4.0,1090,0,1962,0,280000.0,Sammamish,98074,1090
3.0,2.0,1960,6380,1.0,0.0,0.0,4.0,980,980,1939,1989,561500.0,SeaTac,98188,1960
3.0,2.0,2242,4500,2.0,0.0,0.0,3.0,2242,0,2014,0,309780.0,Seattle,98122,2242
3.0,2.0,1510,7066,1.0,0.0,2.0,3.0,1230,280,1973,2013,300000.0,Seattle,98168,1510
4.0,2.0,2660,12672,1.0,0.0,0.0,4.0,1740,920,1960,2001,310000.0,Carnation,98014,2660
2.0,1.0,1180,6552,1.0,0.0,0.0,4.0,1180,0,1949,1985,275000.0,Enumclaw,98022,1180
3.0,2.0,1500,5412,1.0,0.0,0.0,5.0,900,600,1920,0,485000.0,Seattle,98102,1500
2.0,1.0,1320,8830,1.0,0.0,0.0,3.0,1020,300,1939,1969,425000.0,Kent,98030,1320
3.0,2.0,1320,8114,1.0,0.0,0.0,3.0,1320,0,1951,1994,650000.0,Carnation,98014,1320
2.0,2.0,1950,10766,1.0,0.0,3.0,4.0,1160,790,1952,0,669000.0,Issaquah,98029,1950
3.0,2.0,2600,4506,2.0,0.0,0.0,3.0,2600,0,2003,0,515000.0,Tukwila,98168,2600
3.0,2.0,1840,11440,1.0,0.0,0.0,4.0,1340,500,1977,0,366000.0,Seattle,98116,1840
4.0,2.0,2080,7200,1.0,0.0,0.0,4.0,1050,1030,1966,0,198000.0,Auburn,98001,2080
3.0,2.0,1550,9720,1.0,0.0,0.0,3.0,1050,500,1976,0,255000.0,Kent,98031,1550
4.0,2.0,2170,8518,1.0,0.0,3.0,3.0,1350,820,1955,2005,415000.0,FederalWay,98003,2170
3.0,2.0,2760,17377,2.0,0.0,0.0,3.0,2760,0,2002,0,545000.0,NorthBend,98045,2760
3.0,2.0,1370,1524,3.0,0.0,0.0,3.0,1370,0,2005,0,433111.1111,FederalWay,98003,1370
3.0,1.0,1210,9622,1.0,0.0,1.0,3.0,1210,0,1955,2009,660000.0,Renton,98058,1210
5.0,1.0,1710,9100,1.5,0.0,0.0,4.0,1320,390,1926,1993,560000.0,Auburn,98002,1710
4.0,2.0,2430,8960,1.0,0.0,0.0,3.0,1430,1000,1960,2012,255000.0,Seattle,98107,2430
4.0,2.0,2640,8625,2.0,0.0,0.0,3.0,2640,0,1987,2000,429900.0,Kirkland,98033,2640
4.0,2.0,1880,6200,1.0,0.0,2.0,5.0,1440,440,1954,0,680000.0,Redmond,98052,1880
2.0,1.0,1110,3200,1.0,0.0,0.0,3.0,1110,0,1925,2002,665000.0,SeaTac,98168,1110
3.0,1.0,1540,3399,1.5,0.0,0.0,3.0,1200,340,1926,2003,530100.0,Kirkland,98034,1540
3.0,1.0,860,5060,1.5,0.0,0.0,3.0,860,0,1927,2011,320000.0,Seattle,98106,860
4.0,2.0,2540,8400,2.0,0.0,0.0,5.0,2540,0,1977,0,269950.0,Auburn,98001,2540
2.0,1.0,1570,8210,1.0,0.0,0.0,4.0,1150,420,1952,0,506000.0,Seattle,98105,1570
4.0,2.0,2090,6023,2.0,0.0,0.0,3.0,2090,0,1990,2009,545000.0,Woodinville,98072,2090
3.0,1.0,1340,13750,1.0,0.0,0.0,4.0,1340,0,1955,2009,479000.0,Vashon,98070,1340
3.0,2.0,2140,11266,2.0,0.0,0.0,3.0,2140,0,1986,0,400000.0,Seattle,98126,2140
3.0,2.0,1850,7777,2.0,0.0,0.0,5.0,1850,0,1989,0,623000.0,Seattle,98103,1850
2.0,2.0,830,1119,2.0,0.0,0.0,3.0,830,0,2005,0,329445.0,Seattle,98136,830
3.0,2.0,1470,8089,1.0,0.0,0.0,3.0,1470,0,1987,2000,280000.0,Seattle,98177,1470
4.0,2.0,2980,16263,2.0,0.0,0.0,3.0,2980,0,1989,0,1012000.0,Redmond,98053,2980
4.0,4.0,2500,3080,2.0,0.0,0.0,3.0,1810,690,2008,0,599950.0,DesMoines,98198,2500
4.0,2.0,3230,12100,1.0,0.0,0.0,3.0,1870,1360,1977,2004,827000.0,Seattle,98199,3230
4.0,2.0,2380,7066,2.0,0.0,0.0,4.0,2380,0,1997,0,268971.875,Issaquah,98027,2380
3.0,2.0,1930,7214,2.0,0.0,0.0,3.0,1930,0,2005,0,530000.0,Kirkland,98034,1930
4.0,3.0,2700,6000,2.0,0.0,0.0,4.0,2100,600,1910,0,749000.0,Burien,98146,2700
3.0,3.0,1370,913,2.0,0.0,0.0,3.0,1100,270,2006,0,390000.0,FederalWay,98023,1370
3.0,4.0,2130,6150,2.0,0.0,2.0,5.0,1530,600,1908,0,819000.0,Kirkland,98034,2130
3.0,1.0,1040,5000,1.0,0.0,0.0,3.0,1040,0,1959,1989,148612.5,Kirkland,98033,1040
4.0,2.0,2120,11479,1.0,0.0,0.0,4.0,1060,1060,1940,2001,489000.0,Renton,98056,2120
5.0,2.0,2980,7781,1.0,0.0,0.0,3.0,1580,1400,1960,2012,600000.0,Seattle,98125,2980
4.0,2.0,1970,10500,1.0,0.0,0.0,3.0,1820,150,1961,2004,410000.0,Redmond,98052,1970
3.0,2.0,2920,9370,1.0,0.0,0.0,4.0,1620,1300,1981,0,650000.0,Seattle,98115,2920
